,Date,Visitor,G,Home,G.1,Unnamed: 5,Att.,LOG,Notes
667,2023-01-12,Vancouver Canucks,4,Tampa Bay Lightning,5,,19092,2:39,
668,2023-01-12,Florida Panthers,2,Vegas Golden Knights,4,,17735,2:42,
669,2023-01-13,New Jersey Devils,6,Anaheim Ducks,2,,16167,2:26,
670,2023-01-13,Winnipeg Jets,4,Pittsburgh Penguins,1,,18268,2:30,
671,2023-01-13,Edmonton Oilers,7,San Jose Sharks,1,,15887,2:25,
672,2023-01-14,Toronto Maple Leafs,3,Boston Bruins,4,,17850,2:33,
673,2023-01-14,Pittsburgh Penguins,1,Carolina Hurricanes,2,,18769,2:24,
674,2023-01-14,Seattle Kraken,8,Chicago Blackhawks,5,,20075,2:28,
675,2023-01-14,Ottawa Senators,0,Colorado Avalanche,7,,18124,2:29,
676,2023-01-14,Calgary Flames,6,Dallas Stars,5,,18532,2:34,
677,2023-01-14,Columbus Blue Jackets,4,Detroit Red Wings,3,,19515,2:20,
678,2023-01-14,Vancouver Canucks,3,Florida Panthers,4,,17584,2:27,
679,2023-01-14,New Jersey Devils,5,Los Angeles Kings,2,,18230,2:38,
680,2023-01-14,Arizona Coyotes,1,Minnesota Wild,2,,19299,2:26,
681,2023-01-14,Buffalo Sabres,5,Nashville Predators,3,,17761,2:31,
682,2023-01-14,Montreal Canadiens,1,New York Islanders,2,,17255,2:24,
683,2023-01-14,Tampa Bay Lightning,4,St. Louis Blues,2,,18096,2:23,
684,2023-01-14,Edmonton Oilers,4,Vegas Golden Knights,3,,18143,2:27,
685,2023-01-14,Philadelphia Flyers,3,Washington Capitals,1,,18573,2:25,
686,2023-01-15,Vancouver Canucks,4,Carolina Hurricanes,3,SO,18680,2:39,
687,2023-01-15,Montreal Canadiens,2,New York Rangers,1,,18006,2:22,
688,2023-01-15,Arizona Coyotes,1,Winnipeg Jets,2,,13949,2:18,
689,2023-01-16,Philadelphia Flyers,0,Boston Bruins,6,,17850,2:34,
690,2023-01-16,Florida Panthers,4,Buffalo Sabres,1,,15251,2:24,
691,2023-01-16,New York Rangers,3,Columbus Blue Jackets,1,,17024,2:25,
692,2023-01-16,Detroit Red Wings,3,Colorado Avalanche,6,,18117,2:26,
693,2023-01-16,Calgary Flames,1,Nashville Predators,2,,17159,2:29,
694,2023-01-16,Washington Capitals,4,New York Islanders,3,OT,16344,2:32,
695,2023-01-16,Anaheim Ducks,3,Pittsburgh Penguins,4,OT,17784,2:27,
696,2023-01-16,Tampa Bay Lightning,4,Seattle Kraken,1,,17151,2:18,
697,2023-01-16,New Jersey Devils,4,San Jose Sharks,3,SO,13293,2:38,
698,2023-01-16,Ottawa Senators,1,St. Louis Blues,2,,18096,2:25,
699,2023-01-16,Dallas Stars,4,Vegas Golden Knights,0,,17895,2:25,
700,2023-01-17,Detroit Red Wings,3,Arizona Coyotes,4,SO,4600,2:36,
701,2023-01-17,Buffalo Sabres,3,Chicago Blackhawks,4,OT,16363,2:24,
702,2023-01-17,Seattle Kraken,2,Edmonton Oilers,5,,18183,2:26,
703,2023-01-17,Winnipeg Jets,1,Montreal Canadiens,4,,21105,2:24,
704,2023-01-17,Columbus Blue Jackets,1,Nashville Predators,2,,17159,2:19,
705,2023-01-17,Anaheim Ducks,2,Philadelphia Flyers,5,,16312,2:25,
706,2023-01-17,Florida Panthers,4,Toronto Maple Leafs,5,OT,18573,2:39,
707,2023-01-17,Minnesota Wild,4,Washington Capitals,2,,18573,2:24,
708,2023-01-18,Colorado Avalanche,4,Calgary Flames,1,,17768,2:23,
709,2023-01-18,Boston Bruins,4,New York Islanders,1,,17255,2:22,
710,2023-01-18,Pittsburgh Penguins,4,Ottawa Senators,5,OT,17106,2:29,
711,2023-01-18,Dallas Stars,3,San Jose Sharks,5,,12315,2:25,
712,2023-01-18,Tampa Bay Lightning,5,Vancouver Canucks,2,,18792,2:25,
713,2023-01-19,Washington Capitals,4,Arizona Coyotes,0,,4600,2:26,
714,2023-01-19,New York Islanders,2,Buffalo Sabres,3,OT,19070,2:26,
715,2023-01-19,Minnesota Wild,2,Carolina Hurricanes,5,,18013,2:33,
716,2023-01-19,Anaheim Ducks,5,Columbus Blue Jackets,3,,16017,2:25,
717,2023-01-19,Tampa Bay Lightning,3,Edmonton Oilers,5,,17742,2:36,
718,2023-01-19,Dallas Stars,4,Los Angeles Kings,0,,18230,2:25,
719,2023-01-19,Florida Panthers,6,Montreal Canadiens,2,,21105,2:36,
720,2023-01-19,Boston Bruins,3,New York Rangers,1,,18006,2:25,
721,2023-01-19,Chicago Blackhawks,4,Philadelphia Flyers,1,,16460,2:28,
722,2023-01-19,New Jersey Devils,3,Seattle Kraken,4,OT,17151,2:34,
723,2023-01-19,Nashville Predators,2,St. Louis Blues,5,,18096,2:20,
724,2023-01-19,Winnipeg Jets,1,Toronto Maple Leafs,4,,18644,2:23,
725,2023-01-19,Detroit Red Wings,3,Vegas Golden Knights,2,,17911,2:27,
726,2023-01-20,Ottawa Senators,1,Pittsburgh Penguins,4,,18237,2:29,
727,2023-01-20,Colorado Avalanche,4,Vancouver Canucks,1,,18813,2:24,
728,2023-01-21,Anaheim Ducks,3,Buffalo Sabres,6,,19070,2:22,
729,2023-01-21,San Jose Sharks,3,Columbus Blue Jackets,5,,18807,2:22,
730,2023-01-21,Tampa Bay Lightning,3,Calgary Flames,6,,18831,2:33,
731,2023-01-21,Arizona Coyotes,0,Dallas Stars,4,,18532,2:18,
732,2023-01-21,Philadelphia Flyers,2,Detroit Red Wings,1,,19515,2:31,
733,2023-01-21,Minnesota Wild,3,Florida Panthers,5,,16759,2:31,
734,2023-01-21,Toronto Maple Leafs,2,Montreal Canadiens,3,OT,21105,2:27,
735,2023-01-21,Los Angeles Kings,3,Nashville Predators,5,,17654,2:28,
736,2023-01-21,Carolina Hurricanes,5,New York Islanders,2,,17255,2:28,
737,2023-01-21,Winnipeg Jets,5,Ottawa Senators,1,,19042,2:24,
738,2023-01-21,Colorado Avalanche,2,Seattle Kraken,1,SO,17151,2:32,
739,2023-01-21,Chicago Blackhawks,5,St. Louis Blues,3,,18096,2:24,
740,2023-01-21,Edmonton Oilers,4,Vancouver Canucks,2,,18977,2:27,
741,2023-01-21,Washington Capitals,2,Vegas Golden Knights,6,,18251,2:23,
742,2023-01-22,Vegas Golden Knights,1,Arizona Coyotes,4,,4600,2:29,
743,2023-01-22,San Jose Sharks,0,Boston Bruins,4,,17850,2:31,
744,2023-01-22,Los Angeles Kings,2,Chicago Blackhawks,1,,19236,2:16,
745,2023-01-22,Pittsburgh Penguins,1,New Jersey Devils,2,OT,16514,2:25,
746,2023-01-22,Winnipeg Jets,5,Philadelphia Flyers,3,,15441,2:25,
747,2023-01-23,Columbus Blue Jackets,3,Calgary Flames,4,OT,17697,2:39,
748,2023-01-23,Buffalo Sabres,3,Dallas Stars,2,OT,18134,2:24,
749,2023-01-23,Florida Panthers,2,New York Rangers,6,,17121,2:34,
750,2023-01-23,New York Islanders,2,Toronto Maple Leafs,5,,18514,2:23,
751,2023-01-24,Anaheim Ducks,5,Arizona Coyotes,2,,4600,2:30,
752,2023-01-24,Washington Capitals,2,Colorado Avalanche,3,,18132,2:26,
753,2023-01-24,San Jose Sharks,2,Detroit Red Wings,3,OT,19515,2:30,
754,2023-01-24,Boston Bruins,4,Montreal Canadiens,2,,21105,2:34,
755,2023-01-24,Vegas Golden Knights,2,New Jersey Devils,3,OT,16086,2:35,
756,2023-01-24,Winnipeg Jets,1,Nashville Predators,2,,17159,2:23,
757,2023-01-24,Los Angeles Kings,4,Philadelphia Flyers,3,OT,15602,2:33,
758,2023-01-24,Florida Panthers,6,Pittsburgh Penguins,7,OT,17159,2:33,
759,2023-01-24,Buffalo Sabres,5,St. Louis Blues,3,,18096,2:23,
760,2023-01-24,Minnesota Wild,2,Tampa Bay Lightning,4,,19092,2:31,
761,2023-01-24,Chicago Blackhawks,2,Vancouver Canucks,5,,18988,2:21,
762,2023-01-25,Carolina Hurricanes,3,Dallas Stars,2,OT,18237,2:29,
763,2023-01-25,Columbus Blue Jackets,3,Edmonton Oilers,2,OT,16986,2:24,
764,2023-01-25,New York Islanders,1,Ottawa Senators,2,,13980,2:24,
765,2023-01-25,Vancouver Canucks,1,Seattle Kraken,6,,17151,2:25,
766,2023-01-25,New York Rangers,2,Toronto Maple Leafs,3,OT,18114,2:24,
767,2023-01-26,St. Louis Blues,0,Arizona Coyotes,5,,4600,2:24,
768,2023-01-26,Chicago Blackhawks,5,Calgary Flames,1,,17659,2:21,
769,2023-01-26,Anaheim Ducks,5,Colorado Avalanche,3,,18124,2:30,
770,2023-01-26,Philadelphia Flyers,2,Minnesota Wild,3,OT,19177,2:40,
771,2023-01-26,Detroit Red Wings,4,Montreal Canadiens,3,OT,21105,2:35,
772,2023-01-26,New Jersey Devils,4,Nashville Predators,6,,17164,2:31,
773,2023-01-26,Boston Bruins,2,Tampa Bay Lightning,3,,19092,2:40,
774,2023-01-26,Buffalo Sabres,3,Winnipeg Jets,2,,13589,2:23,
775,2023-01-26,Pittsburgh Penguins,2,Washington Capitals,3,SO,18573,2:42,
776,2023-01-27,San Jose Sharks,4,Carolina Hurricanes,5,OT,18780,2:30,
777,2023-01-27,New Jersey Devils,3,Dallas Stars,2,OT,18532,2:29,
778,2023-01-27,Los Angeles Kings,4,Florida Panthers,3,,15322,2:30,
779,2023-01-27,Detroit Red Wings,0,New York Islanders,2,,17255,2:23,
780,2023-01-27,Vegas Golden Knights,1,New York Rangers,4,,18006,2:25,
781,2023-01-27,Calgary Flames,5,Seattle Kraken,2,,17151,2:32,
782,2023-01-27,Ottawa Senators,6,Toronto Maple Leafs,2,,18727,2:27,
783,2023-01-27,Columbus Blue Jackets,2,Vancouver Canucks,5,,18700,2:24,
784,2023-01-28,Arizona Coyotes,1,Anaheim Ducks,2,OT,16126,2:39,
785,2023-01-28,St. Louis Blues,2,Colorado Avalanche,4,,18137,2:28,
786,2023-01-28,Chicago Blackhawks,3,Edmonton Oilers,7,,18347,2:33,
787,2023-01-28,Boston Bruins,3,Florida Panthers,4,OT,18058,2:41,
788,2023-01-28,Buffalo Sabres,2,Minnesota Wild,3,SO,19212,2:36,
789,2023-01-28,Vegas Golden Knights,1,New York Islanders,2,OT,17255,2:32,
790,2023-01-28,Montreal Canadiens,0,Ottawa Senators,5,,20034,2:20,
791,2023-01-28,San Jose Sharks,6,Pittsburgh Penguins,4,,18417,2:28,
792,2023-01-28,Columbus Blue Jackets,1,Seattle Kraken,3,,17151,2:30,
793,2023-01-28,Los Angeles Kings,2,Tampa Bay Lightning,5,,19092,2:29,
794,2023-01-28,Philadelphia Flyers,4,Winnipeg Jets,0,,14476,2:28,
795,2023-01-29,Boston Bruins,1,Carolina Hurricanes,4,,18959,2:31,
796,2023-01-29,Washington Capitals,1,Toronto Maple Leafs,5,,18593,2:19,
797,2023-01-30,St. Louis Blues,2,Winnipeg Jets,4,,13756,2:30,
798,2023-01-31,Los Angeles Kings,4,Carolina Hurricanes,5,OT,18443,2:35,
799,2023-01-31,Washington Capitals,4,Columbus Blue Jackets,3,OT,17879,2:36,
800,2023-01-31,Ottawa Senators,5,Montreal Canadiens,4,,21105,2:30,
801,2023-02-01,Carolina Hurricanes,5,Buffalo Sabres,1,,14166,2:20,
802,2023-02-01,Boston Bruins,5,Toronto Maple Leafs,2,,18973,2:29,
803,2023-02-06,Minnesota Wild,2,Arizona Coyotes,3,,4600,2:26,
804,2023-02-06,Anaheim Ducks,2,Dallas Stars,3,SO,18145,2:41,
805,2023-02-06,Tampa Bay Lightning,1,Florida Panthers,7,,15882,2:31,
806,2023-02-06,Vancouver Canucks,4,New Jersey Devils,5,OT,14630,2:32,
807,2023-02-06,Calgary Flames,4,New York Rangers,5,OT,17173,2:42,
808,2023-02-06,New York Islanders,2,Philadelphia Flyers,1,,18695,2:18,
809,2023-02-07,Anaheim Ducks,3,Chicago Blackhawks,2,OT,18292,2:21,
810,2023-02-07,Edmonton Oilers,5,Detroit Red Wings,2,,19515,2:35,
811,2023-02-07,Vegas Golden Knights,5,Nashville Predators,1,,17159,2:22,
812,2023-02-07,Seattle Kraken,0,New York Islanders,4,,17255,2:21,
813,2023-02-07,Colorado Avalanche,1,Pittsburgh Penguins,2,OT,18096,2:35,
814,2023-02-07,San Jose Sharks,4,Tampa Bay Lightning,3,OT,19092,2:39,
815,2023-02-08,Minnesota Wild,1,Dallas Stars,4,,18274,2:25,
816,2023-02-08,Vancouver Canucks,3,New York Rangers,4,,18006,2:24,
817,2023-02-09,Calgary Flames,1,Detroit Red Wings,2,,19515,2:20,
818,2023-02-09,San Jose Sharks,1,Florida Panthers,4,,15183,2:32,
819,2023-02-09,Vegas Golden Knights,5,Minnesota Wild,1,,18797,2:34,
820,2023-02-09,Seattle Kraken,1,New Jersey Devils,3,,15697,2:25,
821,2023-02-09,Vancouver Canucks,6,New York Islanders,5,,17255,2:25,
822,2023-02-09,Edmonton Oilers,1,Philadelphia Flyers,2,SO,18851,2:33,
823,2023-02-09,Colorado Avalanche,0,Tampa Bay Lightning,5,,19092,2:38,
824,2023-02-10,Pittsburgh Penguins,6,Anaheim Ducks,3,,15026,2:30,
825,2023-02-10,Toronto Maple Leafs,3,Columbus Blue Jackets,0,,18860,2:21,
826,2023-02-10,Arizona Coyotes,3,Chicago Blackhawks,4,OT,19007,2:25,
827,2023-02-10,Seattle Kraken,3,New York Rangers,6,,18006,2:32,
828,2023-02-11,Washington Capitals,2,Boston Bruins,1,,17850,2:35,
829,2023-02-11,Calgary Flames,7,Buffalo Sabres,2,,18356,2:25,
830,2023-02-11,New York Rangers,6,Carolina Hurricanes,2,,18808,2:25,
831,2023-02-11,Tampa Bay Lightning,3,Dallas Stars,1,,18532,2:21,
832,2023-02-11,Vancouver Canucks,2,Detroit Red Wings,5,,19515,2:24,
833,2023-02-11,Colorado Avalanche,5,Florida Panthers,3,,17472,2:36,
834,2023-02-11,Pittsburgh Penguins,0,Los Angeles Kings,6,,18230,2:22,
835,2023-02-11,New Jersey Devils,2,Minnesota Wild,3,SO,19065,2:40,
836,2023-02-11,New York Islanders,3,Montreal Canadiens,4,OT,21105,2:27,
837,2023-02-11,Edmonton Oilers,6,Ottawa Senators,3,,20041,2:36,
838,2023-02-11,Nashville Predators,2,Philadelphia Flyers,1,OT,19412,2:28,
839,2023-02-11,Arizona Coyotes,5,St. Louis Blues,6,OT,18096,2:34,
840,2023-02-11,Columbus Blue Jackets,4,Toronto Maple Leafs,3,,18893,2:28,
841,2023-02-11,Chicago Blackhawks,1,Winnipeg Jets,4,,14440,2:26,
842,2023-02-12,Edmonton Oilers,2,Montreal Canadiens,6,,21105,2:27,
843,2023-02-12,Seattle Kraken,4,Philadelphia Flyers,3,,18129,2:19,
844,2023-02-12,Anaheim Ducks,2,Vegas Golden Knights,7,,17504,2:21,
845,2023-02-12,San Jose Sharks,4,Washington Capitals,1,,18573,2:21,
846,2023-02-13,Buffalo Sabres,2,Los Angeles Kings,5,,17025,2:26,
847,2023-02-13,Florida Panthers,2,Minnesota Wild,1,SO,17453,2:44,
848,2023-02-13,Arizona Coyotes,4,Nashville Predators,2,,17159,2:22,
849,2023-02-13,Calgary Flames,3,Ottawa Senators,4,OT,15024,2:29,
850,2023-02-13,Detroit Red Wings,6,Vancouver Canucks,1,,18465,2:21,
851,2023-02-14,New Jersey Devils,3,Columbus Blue Jackets,2,,15840,2:20,
852,2023-02-14,Tampa Bay Lightning,4,Colorado Avalanche,3,SO,18072,2:37,
853,2023-02-14,Boston Bruins,3,Dallas Stars,2,OT,18532,2:38,
854,2023-02-14,Chicago Blackhawks,0,Montreal Canadiens,4,,21105,2:23,
855,2023-02-14,Ottawa Senators,3,New York Islanders,2,SO,15134,2:37,
856,2023-02-14,Pittsburgh Penguins,3,San Jose Sharks,1,,13534,2:12,
857,2023-02-14,Florida Panthers,2,St. Louis Blues,6,,18096,2:23,
858,2023-02-14,Seattle Kraken,2,Winnipeg Jets,3,SO,14237,2:36,
859,2023-02-14,Carolina Hurricanes,3,Washington Capitals,2,,18573,2:36,
860,2023-02-15,Buffalo Sabres,7,Anaheim Ducks,3,,15165,2:27,
861,2023-02-15,Tampa Bay Lightning,0,Arizona Coyotes,1,SO,4600,2:34,
862,2023-02-15,Detroit Red Wings,5,Edmonton Oilers,4,SO,17627,2:44,
863,2023-02-15,Colorado Avalanche,3,Minnesota Wild,2,,17965,2:26,
864,2023-02-15,Chicago Blackhawks,2,Toronto Maple Leafs,5,,18882,2:21,
865,2023-02-15,New York Rangers,6,Vancouver Canucks,4,,18404,2:25,
866,2023-02-16,Montreal Canadiens,2,Carolina Hurricanes,6,,18680,2:29,
867,2023-02-16,Winnipeg Jets,1,Columbus Blue Jackets,3,,16032,2:26,
868,2023-02-16,Detroit Red Wings,5,Calgary Flames,2,,17713,2:25,
869,2023-02-16,Boston Bruins,5,Nashville Predators,0,,17159,2:27,
870,2023-02-16,Philadelphia Flyers,2,Seattle Kraken,6,,17151,2:26,
871,2023-02-16,New Jersey Devils,2,St. Louis Blues,4,,18096,2:24,
872,2023-02-16,San Jose Sharks,1,Vegas Golden Knights,2,,17544,2:29,
873,2023-02-16,Florida Panthers,6,Washington Capitals,3,,18573,2:27,
874,2023-02-17,Los Angeles Kings,6,Anaheim Ducks,3,,17272,2:33,
875,2023-02-17,New York Rangers,5,Edmonton Oilers,4,SO,18347,2:43,
876,2023-02-17,Dallas Stars,1,Minnesota Wild,2,SO,19239,2:40,
877,2023-02-17,Pittsburgh Penguins,4,New York Islanders,5,,17255,2:30,
878,2023-02-17,Chicago Blackhawks,4,Ottawa Senators,3,OT,19125,2:30,
879,2023-02-18,New York Islanders,2,Boston Bruins,6,,17850,2:18,
880,2023-02-18,Washington Capitals,1,Carolina Hurricanes,4,,56961,2:49,"at Carter-Finley Stadium (Raleigh, NC)"
881,2023-02-18,New York Rangers,2,Calgary Flames,3,OT,19206,2:24,
882,2023-02-18,Columbus Blue Jackets,4,Dallas Stars,1,,18532,2:25,
883,2023-02-18,Arizona Coyotes,5,Los Angeles Kings,6,SO,18230,2:39,
884,2023-02-18,Florida Panthers,3,Nashville Predators,7,,17823,2:34,
885,2023-02-18,New Jersey Devils,5,Pittsburgh Penguins,2,,18427,2:26,
886,2023-02-18,Detroit Red Wings,2,Seattle Kraken,4,,17151,2:30,
887,2023-02-18,Buffalo Sabres,4,San Jose Sharks,2,,17562,2:31,
888,2023-02-18,Colorado Avalanche,4,St. Louis Blues,1,,18096,2:23,
889,2023-02-18,Montreal Canadiens,1,Toronto Maple Leafs,5,,19535,2:24,
890,2023-02-18,Philadelphia Flyers,2,Vancouver Canucks,6,,18799,2:32,
891,2023-02-18,Tampa Bay Lightning,4,Vegas Golden Knights,5,,18317,2:32,
892,2023-02-19,Columbus Blue Jackets,2,Arizona Coyotes,3,OT,4600,2:32,
893,2023-02-19,Toronto Maple Leafs,3,Chicago Blackhawks,5,,20979,2:25,
894,2023-02-19,Edmonton Oilers,5,Colorado Avalanche,6,OT,18134,2:44,
895,2023-02-19,Nashville Predators,3,Minnesota Wild,4,,19255,2:24,
896,2023-02-19,Winnipeg Jets,2,New Jersey Devils,4,,16514,2:25,
897,2023-02-19,St. Louis Blues,2,Ottawa Senators,7,,18871,2:34,
898,2023-02-20,Ottawa Senators,1,Boston Bruins,3,,17850,2:33,
899,2023-02-20,Philadelphia Flyers,4,Calgary Flames,3,,19036,2:39,
900,2023-02-20,Anaheim Ducks,3,Florida Panthers,4,OT,16525,2:36,
901,2023-02-20,Winnipeg Jets,4,New York Rangers,1,,18006,2:29,
902,2023-02-20,New York Islanders,4,Pittsburgh Penguins,2,,18094,2:28,
903,2023-02-20,Seattle Kraken,0,San Jose Sharks,4,,13445,2:19,
904,2023-02-21,Toronto Maple Leafs,6,Buffalo Sabres,3,,18641,2:24,
905,2023-02-21,St. Louis Blues,1,Carolina Hurricanes,4,,18142,2:25,
906,2023-02-21,Vegas Golden Knights,2,Chicago Blackhawks,3,SO,18083,2:38,
907,2023-02-21,Philadelphia Flyers,2,Edmonton Oilers,4,,18347,2:24,
908,2023-02-21,Los Angeles Kings,1,Minnesota Wild,2,,18012,2:18,
909,2023-02-21,Montreal Canadiens,5,New Jersey Devils,2,,14854,2:22,
910,2023-02-21,Vancouver Canucks,4,Nashville Predators,5,SO,17161,2:44,
911,2023-02-21,Anaheim Ducks,1,Tampa Bay Lightning,6,,19092,2:29,
912,2023-02-21,Detroit Red Wings,3,Washington Capitals,1,,18573,2:20,
913,2023-02-22,Calgary Flames,6,Arizona Coyotes,3,,4600,2:27,
914,2023-02-22,Chicago Blackhawks,4,Dallas Stars,3,,18326,2:25,
915,2023-02-22,Winnipeg Jets,1,New York Islanders,2,,17255,2:20,
916,2023-02-23,Minnesota Wild,2,Columbus Blue Jackets,0,,17997,2:24,
917,2023-02-23,New York Rangers,1,Detroit Red Wings,4,,19116,2:42,
918,2023-02-23,Los Angeles Kings,3,New Jersey Devils,4,OT,15397,2:28,
919,2023-02-23,Edmonton Oilers,7,Pittsburgh Penguins,2,,18400,2:29,
920,2023-02-23,Boston Bruins,6,Seattle Kraken,5,,17151,2:38,
921,2023-02-23,Nashville Predators,6,San Jose Sharks,2,,11320,2:29,
922,2023-02-23,Vancouver Canucks,3,St. Louis Blues,2,OT,18096,2:39,
923,2023-02-23,Buffalo Sabres,6,Tampa Bay Lightning,5,OT,19092,2:30,
924,2023-02-23,Calgary Flames,3,Vegas Golden Knights,4,OT,17609,2:29,
925,2023-02-23,Anaheim Ducks,4,Washington Capitals,2,,18573,2:39,
926,2023-02-24,Ottawa Senators,0,Carolina Hurricanes,4,,18788,2:28,
927,2023-02-24,Buffalo Sabres,3,Florida Panthers,1,,18075,2:32,
928,2023-02-24,Los Angeles Kings,3,New York Islanders,2,,17255,2:13,
929,2023-02-24,Montreal Canadiens,5,Philadelphia Flyers,2,,19661,2:24,
930,2023-02-24,Minnesota Wild,1,Toronto Maple Leafs,2,OT,18575,2:28,
931,2023-02-24,Colorado Avalanche,5,Winnipeg Jets,1,,14157,2:26,
932,2023-02-25,Anaheim Ducks,3,Carolina Hurricanes,2,,18818,2:30,
933,2023-02-25,Edmonton Oilers,5,Columbus Blue Jackets,6,,19004,2:29,
934,2023-02-25,Calgary Flames,1,Colorado Avalanche,4,,18131,2:32,
935,2023-02-25,Tampa Bay Lightning,3,Detroit Red Wings,0,,19515,2:25,
936,2023-02-25,Ottawa Senators,5,Montreal Canadiens,2,,21105,2:30,
937,2023-02-25,Philadelphia Flyers,0,New Jersey Devils,7,,16514,2:23,
938,2023-02-25,Chicago Blackhawks,4,San Jose Sharks,3,SO,17562,2:42,
939,2023-02-25,Pittsburgh Penguins,3,St. Louis Blues,2,OT,18096,2:33,
940,2023-02-25,Boston Bruins,3,Vancouver Canucks,1,,18722,2:26,
941,2023-02-25,Dallas Stars,3,Vegas Golden Knights,2,SO,17906,2:39,
942,2023-02-25,New York Rangers,3,Washington Capitals,6,,18573,2:27,
943,2023-02-26,Nashville Predators,6,Arizona Coyotes,2,,4600,2:25,
944,2023-02-26,Washington Capitals,4,Buffalo Sabres,7,,19070,2:30,
945,2023-02-26,Columbus Blue Jackets,2,Minnesota Wild,3,OT,19063,2:30,
946,2023-02-26,Los Angeles Kings,2,New York Rangers,5,,18006,2:27,
947,2023-02-26,Tampa Bay Lightning,3,Pittsburgh Penguins,7,,17691,2:25,
948,2023-02-26,Toronto Maple Leafs,5,Seattle Kraken,1,,17151,2:16,
949,2023-02-26,New York Islanders,4,Winnipeg Jets,0,,13797,2:19,
950,2023-02-27,Chicago Blackhawks,2,Anaheim Ducks,4,,14462,2:21,
951,2023-02-27,Vegas Golden Knights,0,Colorado Avalanche,3,,18117,2:25,
952,2023-02-27,Vancouver Canucks,5,Dallas Stars,4,OT,17876,2:33,
953,2023-02-27,Boston Bruins,3,Edmonton Oilers,2,,18347,2:29,
954,2023-02-27,Detroit Red Wings,2,Ottawa Senators,6,,16214,2:33,
955,2023-02-28,Chicago Blackhawks,1,Arizona Coyotes,4,,4600,2:22,
956,2023-02-28,Columbus Blue Jackets,5,Buffalo Sabres,3,,13661,2:24,
957,2023-02-28,Boston Bruins,4,Calgary Flames,3,OT,18420,2:43,
